rxn	KEGG_rxn_id	ec_code	direction	substrates_name	substrates_kegg	products_name	products_kegg	genes_model	uniprot_model
r_0014	R09377	5.4.99.28	forward	2,5-diamino-6-(5-phosphono)ribitylamino-4(3H)-pyrimidinone;H+;H2O	C18910;C00080;C00001	5-amino-6-(5-phosphoribitylamino)uracil;ammonium	C04454;C01342	YOL066C	Q12362
r_0015	R09376	1.1.1.302	forward	2,5-diamino-4-hydroxy-6-(5-phosphoribosylamino)pyrimidine;H+;NADPH	C01304;C00080;C00005	2,5-diamino-6-(5-phosphono)ribitylamino-4(3H)-pyrimidinone;NADP(+)	C18910;C00006	YBR153W	P33312
r_0016	R08648	2.2.1.6	forward	2-oxobutanoate;H+;pyruvate	C00109;C00080;C00022	(S)-2-acetyl-2-hydroxybutanoate;carbon dioxide	C06006;C00011	YCL009C;YMR108W	P07342;P25605
r_0016	R08648	2.2.1.6	forward	2-oxobutanoate;H+;pyruvate	C00109;C00080;C00022	(S)-2-acetyl-2-hydroxybutanoate;carbon dioxide	C06006;C00011	YMR108W	P07342
r_0017	R03503	2.5.1.15	forward	2-amino-6-(hydroxymethyl)-7,8-dihydropteridin-4-ol;ATP	C01300;C00002	(2-amino-4-hydroxy-7,8-dihydropteridin-6-yl)methyl trihydrogen diphosphate;AMP;H+	C04807;C00020;C00080	YNL256W	P53848
r_0017	R03503	2.7.6.3	forward	2-amino-6-(hydroxymethyl)-7,8-dihydropteridin-4-ol;ATP	C01300;C00002	(2-amino-4-hydroxy-7,8-dihydropteridin-6-yl)methyl trihydrogen diphosphate;AMP;H+	C04807;C00020;C00080	YNL256W	P53848
r_0017	R03503	4.1.2.25	forward	2-amino-6-(hydroxymethyl)-7,8-dihydropteridin-4-ol;ATP	C01300;C00002	(2-amino-4-hydroxy-7,8-dihydropteridin-6-yl)methyl trihydrogen diphosphate;AMP;H+	C04807;C00020;C00080	YNL256W	P53848
r_0018	R01939	2.6.1.39	forward	2-oxoadipic acid;L-glutamate	C00322;C00025	2-oxoglutarate;L-2-aminoadipate	C00026;C00956	YER152C	P10356
r_0018	R01939	2.6.1.39	reverse	2-oxoglutarate;L-2-aminoadipate	C00026;C00956	2-oxoadipic acid;L-glutamate	C00322;C00025	YER152C	P10356
r_0018	R01939	2.6.1.39	forward	2-oxoadipic acid;L-glutamate	C00322;C00025	2-oxoglutarate;L-2-aminoadipate	C00026;C00956	YGL202W	P53090
r_0018	R01939	2.6.1.39	reverse	2-oxoglutarate;L-2-aminoadipate	C00026;C00956	2-oxoadipic acid;L-glutamate	C00322;C00025	YGL202W	P53090
r_0018	R01939	2.6.1.39	forward	2-oxoadipic acid;L-glutamate	C00322;C00025	2-oxoglutarate;L-2-aminoadipate	C00026;C00956	YJL060W	P47039
r_0018	R01939	2.6.1.39	reverse	2-oxoglutarate;L-2-aminoadipate	C00026;C00956	2-oxoadipic acid;L-glutamate	C00322;C00025	YJL060W	P47039
r_0018	R01939	2.6.1.57	forward	2-oxoadipic acid;L-glutamate	C00322;C00025	2-oxoglutarate;L-2-aminoadipate	C00026;C00956	YER152C	P10356
r_0018	R01939	2.6.1.57	reverse	2-oxoglutarate;L-2-aminoadipate	C00026;C00956	2-oxoadipic acid;L-glutamate	C00322;C00025	YER152C	P10356
r_0018	R01939	2.6.1.57	forward	2-oxoadipic acid;L-glutamate	C00322;C00025	2-oxoglutarate;L-2-aminoadipate	C00026;C00956	YGL202W	P53090
r_0018	R01939	2.6.1.57	reverse	2-oxoglutarate;L-2-aminoadipate	C00026;C00956	2-oxoadipic acid;L-glutamate	C00322;C00025	YGL202W	P53090
r_0018	R01939	2.6.1.57	forward	2-oxoadipic acid;L-glutamate	C00322;C00025	2-oxoglutarate;L-2-aminoadipate	C00026;C00956	YJL060W	P47039
r_0018	R01939	2.6.1.57	reverse	2-oxoglutarate;L-2-aminoadipate	C00026;C00956	2-oxoadipic acid;L-glutamate	C00322;C00025	YJL060W	P47039
r_0018	R01939	2.6.1.7	forward	2-oxoadipic acid;L-glutamate	C00322;C00025	2-oxoglutarate;L-2-aminoadipate	C00026;C00956	YER152C	P10356
r_0018	R01939	2.6.1.7	reverse	2-oxoglutarate;L-2-aminoadipate	C00026;C00956	2-oxoadipic acid;L-glutamate	C00322;C00025	YER152C	P10356
r_0018	R01939	2.6.1.7	forward	2-oxoadipic acid;L-glutamate	C00322;C00025	2-oxoglutarate;L-2-aminoadipate	C00026;C00956	YGL202W	P53090
r_0018	R01939	2.6.1.7	reverse	2-oxoglutarate;L-2-aminoadipate	C00026;C00956	2-oxoadipic acid;L-glutamate	C00322;C00025	YGL202W	P53090
r_0018	R01939	2.6.1.7	forward	2-oxoadipic acid;L-glutamate	C00322;C00025	2-oxoglutarate;L-2-aminoadipate	C00026;C00956	YJL060W	P47039
r_0018	R01939	2.6.1.7	reverse	2-oxoglutarate;L-2-aminoadipate	C00026;C00956	2-oxoadipic acid;L-glutamate	C00322;C00025	YJL060W	P47039
r_0019	R02472	1.1.1.169	forward	2-dehydropantoate;H+;NADPH	C00966;C00080;C00005	(R)-pantoate;NADP(+)	C00522;C00006	YHR063C	P38787
r_0020	R01826	2.5.1.54	forward	D-erythrose 4-phosphate;H2O;phosphoenolpyruvate	C00279;C00001;C00074	7-phospho-2-dehydro-3-deoxy-D-arabino-heptonic acid;phosphate	C04691;C00009	YDR035W	P14843
r_0020	R01826	2.5.1.54	forward	D-erythrose 4-phosphate;H2O;phosphoenolpyruvate	C00279;C00001;C00074	7-phospho-2-dehydro-3-deoxy-D-arabino-heptonic acid;phosphate	C04691;C00009	YBR249C	P32449
r_0021	R04983	2.1.1.114	forward	2-hexaprenyl-6-methoxy-1,4-benzoquinone;S-adenosyl-L-methionine	C05803;C00019	2-hexaprenyl-6-methoxy-3-methyl-1,4-benzoquinone;H+;S-adenosyl-L-homocysteine	C05804;C00080;C00021	YDR204W;YGR255C;YLR201C;YML110C;YOL096C;YOR125C	P27680;O13525;P53318;Q05779;P49017;P41735
r_0021	R04983	2.1.1.201	forward	2-hexaprenyl-6-methoxy-1,4-benzoquinone;S-adenosyl-L-methionine	C05803;C00019	2-hexaprenyl-6-methoxy-3-methyl-1,4-benzoquinone;H+;S-adenosyl-L-homocysteine	C05804;C00080;C00021	YDR204W;YGR255C;YLR201C;YML110C;YOL096C;YOR125C	P27680;O13525;P53318;Q05779;P49017;P41735
r_0021	R04983	2.1.1.64	forward	2-hexaprenyl-6-methoxy-1,4-benzoquinone;S-adenosyl-L-methionine	C05803;C00019	2-hexaprenyl-6-methoxy-3-methyl-1,4-benzoquinone;H+;S-adenosyl-L-homocysteine	C05804;C00080;C00021	YDR204W;YGR255C;YLR201C;YML110C;YOL096C;YOR125C	P27680;O13525;P53318;Q05779;P49017;P41735
r_0022	R04982	2.1.1.114	forward	2-hexaprenyl-6-methoxyphenol;oxygen	C05802;C00007	2-hexaprenyl-6-methoxy-1,4-benzoquinone;H2O	C05803;C00001	YDR204W;YGR255C;YLR201C;YML110C;YOL096C;YOR125C	P27680;O13525;P53318;Q05779;P49017;P41735
r_0022	R04982	2.1.1.201	forward	2-hexaprenyl-6-methoxyphenol;oxygen	C05802;C00007	2-hexaprenyl-6-methoxy-1,4-benzoquinone;H2O	C05803;C00001	YDR204W;YGR255C;YLR201C;YML110C;YOL096C;YOR125C	P27680;O13525;P53318;Q05779;P49017;P41735
r_0022	R04982	2.1.1.64	forward	2-hexaprenyl-6-methoxyphenol;oxygen	C05802;C00007	2-hexaprenyl-6-methoxy-1,4-benzoquinone;H2O	C05803;C00001	YDR204W;YGR255C;YLR201C;YML110C;YOL096C;YOR125C	P27680;O13525;P53318;Q05779;P49017;P41735
r_0023	R03968	4.2.1.33	forward	2-isopropylmaleic acid;H2O	C02631;C00001	2-isopropylmalate	C02504	YGL009C	P07264
r_0023	R03968	4.2.1.33	reverse	2-isopropylmalate	C02504	2-isopropylmaleic acid;H2O	C02631;C00001	YGL009C	P07264
r_0024	R01213	2.3.3.13	forward	3-methyl-2-oxobutanoate;acetyl-CoA;H2O	C00141;C00024;C00001	2-isopropylmalate;coenzyme A;H+	C02504;C00010;C00080	YNL104C	P06208
r_0024	R01213	2.3.3.13	forward	3-methyl-2-oxobutanoate;acetyl-CoA;H2O	C00141;C00024;C00001	2-isopropylmalate;coenzyme A;H+	C02504;C00010;C00080	YOR108W	Q12166
r_0027	R03444	4.2.1.36	forward	homocitrate	C01251	but-1-ene-1,2,4-tricarboxylic acid;H2O	C04002;C00001	YDR234W	P49367
r_0027	R03444	4.2.1.36	reverse	but-1-ene-1,2,4-tricarboxylic acid;H2O	C04002;C00001	homocitrate	C01251	YDR234W	P49367
r_0028	R00931	2.3.3.1	forward	H2O;oxaloacetate;propionyl-CoA	C00001;C00036;C00100	2-methylcitrate;coenzyme A;H+	C02225;C00010;C00080	YPR001W	P43635
r_0029	R01652	2.6.1.42	forward	(2S)-2-isopropyl-3-oxosuccinate;H+	C04236;C00080	4-methyl-2-oxopentanoate;carbon dioxide	C00233;C00011		
r_0032	R00188	3.1.3.7	forward	adenosine 3',5'-bismonophosphate;H2O	C00054;C00001	AMP;phosphate	C00020;C00009	YOL064C	P32179
r_0033	R00191	3.1.4.17	forward	3',5'-cyclic AMP;H2O	C00575;C00001	AMP;H+	C00020;C00080	YGL248W	P22434
r_0033	R00191	3.1.4.17	forward	3',5'-cyclic AMP;H2O	C00575;C00001	AMP;H+	C00020;C00080	YOR360C	P06776
r_0033	R00191	3.1.4.53	forward	3',5'-cyclic AMP;H2O	C00575;C00001	AMP;H+	C00020;C00080	YGL248W	P22434
r_0033	R00191	3.1.4.53	forward	3',5'-cyclic AMP;H2O	C00575;C00001	AMP;H+	C00020;C00080	YOR360C	P06776
r_0034		3.1.4.53	forward	3',5'-cyclic dAMP;H2O	C00968;C00001	dAMP;H+	C00360;C00080	YOR360C	P06776
r_0035		3.1.4.53	forward	3',5'-cyclic IMP;H2O	C00943;C00001	H+;IMP	C00080;C00130	YOR360C	P06776
r_0036	R01234	3.1.4.53	forward	3',5'-cyclic GMP;H2O	C00942;C00001	GMP;H+	C00144;C00080	YOR360C	P06776
r_0037		3.1.4.53	forward	3',5'-cyclic CMP;H2O	C00941;C00001	CMP;H+	C00055;C00080	YOR360C	P06776
r_0038	R07281	4.1.99.12	forward	D-ribulose 5-phosphate	C00199	2-hydroxy-3-oxobutyl phosphate;formate;H+	C15556;C00058;C00080	YDR487C	Q99258
r_0039	R03084	1.1.1.25	forward	3-dehydroquinate	C00944	3-dehydroshikimate;H2O	C02637;C00001	YDR127W	P08566
r_0039	R03084	2.5.1.19	forward	3-dehydroquinate	C00944	3-dehydroshikimate;H2O	C02637;C00001	YDR127W	P08566
r_0039	R03084	2.7.1.71	forward	3-dehydroquinate	C00944	3-dehydroshikimate;H2O	C02637;C00001	YDR127W	P08566
r_0039	R03084	4.2.1.10	forward	3-dehydroquinate	C00944	3-dehydroshikimate;H2O	C02637;C00001	YDR127W	P08566
r_0039	R03084	4.2.3.4	forward	3-dehydroquinate	C00944	3-dehydroshikimate;H2O	C02637;C00001	YDR127W	P08566
r_0040	R03083	1.1.1.25	forward	7-phospho-2-dehydro-3-deoxy-D-arabino-heptonic acid	C04691	3-dehydroquinate;phosphate	C00944;C00009	YDR127W	P08566
r_0040	R03083	2.5.1.19	forward	7-phospho-2-dehydro-3-deoxy-D-arabino-heptonic acid	C04691	3-dehydroquinate;phosphate	C00944;C00009	YDR127W	P08566
r_0040	R03083	2.7.1.71	forward	7-phospho-2-dehydro-3-deoxy-D-arabino-heptonic acid	C04691	3-dehydroquinate;phosphate	C00944;C00009	YDR127W	P08566
r_0040	R03083	4.2.1.10	forward	7-phospho-2-dehydro-3-deoxy-D-arabino-heptonic acid	C04691	3-dehydroquinate;phosphate	C00944;C00009	YDR127W	P08566
r_0040	R03083	4.2.3.4	forward	7-phospho-2-dehydro-3-deoxy-D-arabino-heptonic acid	C04691	3-dehydroquinate;phosphate	C00944;C00009	YDR127W	P08566
r_0041	R02978	1.1.1.102	forward	3-ketosphinganine;H+;NADPH	C02934;C00080;C00005	NADP(+);sphinganine	C00006;C00836	YBR265W	P38342
r_0045	R02668	3.7.1.3	forward	3-hydroxy-L-kynurenine;H2O	C03227;C00001	3-hydroxyanthranilate;H+;L-alanine	C00632;C00080;C00041	YLR231C	Q05979
r_0057	R04739	4.2.1.119	forward	(S)-3-hydroxytetradecanoyl-CoA;NAD	C05260;C00003	3-oxotetradecanoyl-CoA;H+;NADH	C05261;C00080;C00004	YKR009C	Q02207
r_0058	R02665	1.13.11.6	forward	3-hydroxyanthranilate;oxygen	C00632;C00007	2-amino-3-carboxymuconate-6-semialdehyde	C04409	YJR025C	P47096
r_0059		2.1.1.145	forward	(2R,3S)-3-isopropylmalate;S-adenosyl-L-methionine	C04411;C00019	3-hydroxy-2-isopropyl-4-methoxy-4-oxobutanoate;S-adenosyl-L-homocysteine	;C00021	YER175C	P32643
r_0060	R04001	4.2.1.33	forward	(2R,3S)-3-isopropylmalate	C04411	2-isopropylmaleic acid;H2O	C02631;C00001	YGL009C	P07264
r_0060	R04001	4.2.1.33	reverse	2-isopropylmaleic acid;H2O	C02631;C00001	(2R,3S)-3-isopropylmalate	C04411	YGL009C	P07264
r_0061	R04426	1.1.1.85	forward	(2R,3S)-3-isopropylmalate;NAD	C04411;C00003	(2S)-2-isopropyl-3-oxosuccinate;H+;NADH	C04236;C00080;C00004	YCL018W	P04173
r_0062		4.1.1.1	forward	3-methyl-2-oxobutanoate;H+	C00141;C00080	carbon dioxide;isobutyraldehyde	C00011;	YGR087C	P26263
r_0062		4.1.1.1	forward	3-methyl-2-oxobutanoate;H+	C00141;C00080	carbon dioxide;isobutyraldehyde	C00011;	YLR044C	P06169
r_0062		4.1.1.1	forward	3-methyl-2-oxobutanoate;H+	C00141;C00080	carbon dioxide;isobutyraldehyde	C00011;	YLR134W	P16467
r_0062		4.1.1.43	forward	3-methyl-2-oxobutanoate;H+	C00141;C00080	carbon dioxide;isobutyraldehyde	C00011;	YGR087C	P26263
r_0062		4.1.1.43	forward	3-methyl-2-oxobutanoate;H+	C00141;C00080	carbon dioxide;isobutyraldehyde	C00011;	YLR044C	P06169
r_0062		4.1.1.43	forward	3-methyl-2-oxobutanoate;H+	C00141;C00080	carbon dioxide;isobutyraldehyde	C00011;	YLR134W	P16467
r_0062		4.1.1.74	forward	3-methyl-2-oxobutanoate;H+	C00141;C00080	carbon dioxide;isobutyraldehyde	C00011;	YGR087C	P26263
r_0062		4.1.1.74	forward	3-methyl-2-oxobutanoate;H+	C00141;C00080	carbon dioxide;isobutyraldehyde	C00011;	YLR044C	P06169
r_0062		4.1.1.74	forward	3-methyl-2-oxobutanoate;H+	C00141;C00080	carbon dioxide;isobutyraldehyde	C00011;	YLR134W	P16467
r_0063	R01226	2.1.2.11	forward	3-methyl-2-oxobutanoate;5,10-methylenetetrahydrofolate;H2O	C00141;C00143;C00001	2-dehydropantoate;THF	C00966;C00101	YBR176W	P38122
r_0064	R03894	4.1.1.1	forward	(S)-3-methyl-2-oxopentanoate;H+	C00671;C00080	2-methylbutanal;carbon dioxide	C02223;C00011	YDL080C	Q07471
r_0064	R03894	4.1.1.1	forward	(S)-3-methyl-2-oxopentanoate;H+	C00671;C00080	2-methylbutanal;carbon dioxide	C02223;C00011	YGR087C	P26263
r_0064	R03894	4.1.1.1	forward	(S)-3-methyl-2-oxopentanoate;H+	C00671;C00080	2-methylbutanal;carbon dioxide	C02223;C00011	YLR044C	P06169
r_0064	R03894	4.1.1.1	forward	(S)-3-methyl-2-oxopentanoate;H+	C00671;C00080	2-methylbutanal;carbon dioxide	C02223;C00011	YLR134W	P16467
r_0064	R03894	4.1.1.43	forward	(S)-3-methyl-2-oxopentanoate;H+	C00671;C00080	2-methylbutanal;carbon dioxide	C02223;C00011	YDL080C	Q07471
r_0064	R03894	4.1.1.43	forward	(S)-3-methyl-2-oxopentanoate;H+	C00671;C00080	2-methylbutanal;carbon dioxide	C02223;C00011	YGR087C	P26263
r_0064	R03894	4.1.1.43	forward	(S)-3-methyl-2-oxopentanoate;H+	C00671;C00080	2-methylbutanal;carbon dioxide	C02223;C00011	YLR044C	P06169
r_0064	R03894	4.1.1.43	forward	(S)-3-methyl-2-oxopentanoate;H+	C00671;C00080	2-methylbutanal;carbon dioxide	C02223;C00011	YLR134W	P16467
r_0064	R03894	4.1.1.74	forward	(S)-3-methyl-2-oxopentanoate;H+	C00671;C00080	2-methylbutanal;carbon dioxide	C02223;C00011	YDL080C	Q07471
r_0064	R03894	4.1.1.74	forward	(S)-3-methyl-2-oxopentanoate;H+	C00671;C00080	2-methylbutanal;carbon dioxide	C02223;C00011	YGR087C	P26263
r_0064	R03894	4.1.1.74	forward	(S)-3-methyl-2-oxopentanoate;H+	C00671;C00080	2-methylbutanal;carbon dioxide	C02223;C00011	YLR044C	P06169
r_0064	R03894	4.1.1.74	forward	(S)-3-methyl-2-oxopentanoate;H+	C00671;C00080	2-methylbutanal;carbon dioxide	C02223;C00011	YLR134W	P16467
r_0065	R03460	1.1.1.25	forward	3-phosphoshikimic acid;phosphoenolpyruvate	C03175;C00074	5-O-(1-carboxyvinyl)-3-phosphoshikimic acid;phosphate	C01269;C00009	YDR127W	P08566
r_0065	R03460	2.5.1.19	forward	3-phosphoshikimic acid;phosphoenolpyruvate	C03175;C00074	5-O-(1-carboxyvinyl)-3-phosphoshikimic acid;phosphate	C01269;C00009	YDR127W	P08566
r_0065	R03460	2.7.1.71	forward	3-phosphoshikimic acid;phosphoenolpyruvate	C03175;C00074	5-O-(1-carboxyvinyl)-3-phosphoshikimic acid;phosphate	C01269;C00009	YDR127W	P08566
r_0065	R03460	4.2.1.10	forward	3-phosphoshikimic acid;phosphoenolpyruvate	C03175;C00074	5-O-(1-carboxyvinyl)-3-phosphoshikimic acid;phosphate	C01269;C00009	YDR127W	P08566
r_0065	R03460	4.2.3.4	forward	3-phosphoshikimic acid;phosphoenolpyruvate	C03175;C00074	5-O-(1-carboxyvinyl)-3-phosphoshikimic acid;phosphate	C01269;C00009	YDR127W	P08566
r_0066	R01716	2.6.1.85	forward	chorismate;L-glutamine	C00251;C00064	4-amino-4-deoxychorismate;L-glutamate	C11355;C00025	YNR033W	P37254
r_0067	R05553	4.1.3.38	forward	4-amino-4-deoxychorismate	C11355	4-aminobenzoate;H+;pyruvate	C00568;C00080;C00022	YMR289W	Q03266
r_0068	R01648	2.6.1.19	forward	2-oxoglutarate;gamma-aminobutyrate	C00026;C00334	L-glutamate;succinic semialdehyde	C00025;C00232	YGR019W	P17649
r_0069	R05086	4.2.3.1	forward	4-(phosphonooxy)-L-threonine;H2O	C06055;C00001	4-hydroxy-L-threonine;phosphate	C06056;C00009	YCR053W	P16120
r_0073	R05779	2.7.4.21	forward	4-diphospho-1D-myo-inositol pentakisphosphate;H2O	C11526;C00001	H+;myo-inositol hexakisphosphate;phosphate	C00080;C01204;C00009	YLR410W	Q06685
r_0073	R05779	2.7.4.21	forward	4-diphospho-1D-myo-inositol pentakisphosphate;H2O	C11526;C00001	H+;myo-inositol hexakisphosphate;phosphate	C00080;C01204;C00009	YOR163W	Q99321
r_0073	R05779	2.7.4.24	forward	4-diphospho-1D-myo-inositol pentakisphosphate;H2O	C11526;C00001	H+;myo-inositol hexakisphosphate;phosphate	C00080;C01204;C00009	YLR410W	Q06685
r_0073	R05779	2.7.4.24	forward	4-diphospho-1D-myo-inositol pentakisphosphate;H2O	C11526;C00001	H+;myo-inositol hexakisphosphate;phosphate	C00080;C01204;C00009	YOR163W	Q99321
r_0073	R05779	3.6.1.52	forward	4-diphospho-1D-myo-inositol pentakisphosphate;H2O	C11526;C00001	H+;myo-inositol hexakisphosphate;phosphate	C00080;C01204;C00009	YLR410W	Q06685
r_0073	R05779	3.6.1.52	forward	4-diphospho-1D-myo-inositol pentakisphosphate;H2O	C11526;C00001	H+;myo-inositol hexakisphosphate;phosphate	C00080;C01204;C00009	YOR163W	Q99321
r_0073	R05779	3.6.1.60	forward	4-diphospho-1D-myo-inositol pentakisphosphate;H2O	C11526;C00001	H+;myo-inositol hexakisphosphate;phosphate	C00080;C01204;C00009	YLR410W	Q06685
r_0073	R05779	3.6.1.60	forward	4-diphospho-1D-myo-inositol pentakisphosphate;H2O	C11526;C00001	H+;myo-inositol hexakisphosphate;phosphate	C00080;C01204;C00009	YOR163W	Q99321
r_0074		2.7.4.21	forward	4-diphospho-1D-myo-inositol pentakisphosphate;ATP;H+	C11526;C00002;C00080	4,5-bis(diphospho)-1D-myo-inositol tetrakisphosphate;ADP	;C00008	YDR017C	Q12494
r_0075	R01402	2.4.2.28	forward	5'-S-methyl-5'-thioadenosine;phosphate	C00170;C00009	adenine;S-methyl-5-thio-alpha-D-ribose 1-phosphate	C00147;C04188	YLR017W	Q07938
r_0077	R01126	3.1.3.99	forward	H2O;IMP	C00001;C00130	inosine;phosphate	C00294;C00009	YOR155C	Q99312
r_0079	R04463	6.3.5.3	forward	5'-phosphoribosyl-N-formylglycineamide;ATP;H2O;L-glutamine	C04376;C00002;C00001;C00064	5'-phosphoribosyl-N-formylglycineamidine;ADP;H+;L-glutamate;phosphate	C04640;C00008;C00080;C00025;C00009	YGR061C	P38972
r_0080	R01224	1.5.1.20	forward	5,10-methylenetetrahydrofolate;H+;NADPH	C00143;C00080;C00005	5-methyltetrahydrofolate;NADP(+)	C00440;C00006	YGL125W;YPL023C	P53128;P46151
r_0080	R01224	1.5.1.20	forward	5,10-methylenetetrahydrofolate;H+;NADPH	C00143;C00080;C00005	5-methyltetrahydrofolate;NADP(+)	C00440;C00006	YGL125W	P53128
r_0081	R00830	2.3.1.37	forward	H+;L-glycine;succinyl-CoA	C00080;C00037;C00091	5-aminolevulinate;carbon dioxide;coenzyme A	C00430;C00011;C00010	YDR232W	P09950
r_0082	R05779	3.6.1.52	forward	5-diphospho-1D-myo-inositol pentakisphosphate;H2O	C11526;C00001	H+;myo-inositol hexakisphosphate;phosphate	C00080;C01204;C00009	YOR163W	Q99321
r_0082	R05779	3.6.1.60	forward	5-diphospho-1D-myo-inositol pentakisphosphate;H2O	C11526;C00001	H+;myo-inositol hexakisphosphate;phosphate	C00080;C01204;C00009	YOR163W	Q99321
r_0083	R09087	2.7.4.21	forward	ATP;myo-inositol hexakisphosphate	C00002;C01204	5-diphospho-1D-myo-inositol pentakisphosphate;ADP	C11526;C00008	YDR017C	Q12494
r_0084	R02301	6.3.3.2	forward	5-formyltetrahydrofolic acid;ATP	C03479;C00002	5,10-methenyl-THF;ADP;phosphate	C00445;C00008;C00009	YER183C	P40099
r_0085	R04405	2.1.1.14	forward	5-methyltetrahydropteroyltri-L-glutamic acid;L-homocysteine	C04489;C00155	L-methionine;tetrahydropteroyltri-L-glutamic acid	C00073;C04144	YER091C	P05694
r_0088		2.7.4.21	forward	5-diphospho-1D-myo-inositol pentakisphosphate;H+;phosphate	C11526;C00080;C00009	4,5-bis(diphospho)-1D-myo-inositol tetrakisphosphate;H2O	;C00001	YLR410W	Q06685
r_0088		2.7.4.21	reverse	4,5-bis(diphospho)-1D-myo-inositol tetrakisphosphate;H2O	;C00001	5-diphospho-1D-myo-inositol pentakisphosphate;H+;phosphate	C11526;C00080;C00009	YLR410W	Q06685
r_0088		2.7.4.24	forward	5-diphospho-1D-myo-inositol pentakisphosphate;H+;phosphate	C11526;C00080;C00009	4,5-bis(diphospho)-1D-myo-inositol tetrakisphosphate;H2O	;C00001	YLR410W	Q06685
r_0088		2.7.4.24	reverse	4,5-bis(diphospho)-1D-myo-inositol tetrakisphosphate;H2O	;C00001	5-diphospho-1D-myo-inositol pentakisphosphate;H+;phosphate	C11526;C00080;C00009	YLR410W	Q06685
r_0089		2.7.4.21	forward	5-diphospho-1D-myo-inositol pentakisphosphate;H+;phosphate	C11526;C00080;C00009	5,6-bis(diphospho)-1D-myo-inositol tetrakisphosphate;H2O	;C00001	YLR410W	Q06685
